feature_id	source_scope	source_files	source_loc	target_capsule	phase	done_gate
components/ShellTimeDisplay	components/ShellTimeDisplay	1	73	llm_caret.claude_full.components/ShellTimeDisplay	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ShimmerChar	components/ShimmerChar	1	35	llm_caret.claude_full.components/ShimmerChar	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ShimmeredInput	components/ShimmeredInput	1	142	llm_caret.claude_full.components/ShimmeredInput	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ShowInIDEPrompt	components/ShowInIDEPrompt	1	169	llm_caret.claude_full.components/ShowInIDEPrompt	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ShutdownMessage	components/ShutdownMessage	1	131	llm_caret.claude_full.components/ShutdownMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/SkillImprovementSurvey	components/SkillImprovementSurvey	1	151	llm_caret.claude_full.components/SkillImprovementSurvey	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/SkillPermissionRequest	components/SkillPermissionRequest	1	368	llm_caret.claude_full.components/SkillPermissionRequest	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/SkillsMenu	components/SkillsMenu	1	236	llm_caret.claude_full.components/SkillsMenu	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/SpinnerAnimationRow	components/SpinnerAnimationRow	1	264	llm_caret.claude_full.components/SpinnerAnimationRow	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/Spinner	components/Spinner	1	561	llm_caret.claude_full.components/Spinner	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/SpinnerGlyph	components/SpinnerGlyph	1	79	llm_caret.claude_full.components/SpinnerGlyph	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/Stats	components/Stats	1	1227	llm_caret.claude_full.components/Stats	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/Status	components/Status	1	240	llm_caret.claude_full.components/Status	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/StatusIcon	components/StatusIcon	1	94	llm_caret.claude_full.components/StatusIcon	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/StatusLine	components/StatusLine	1	323	llm_caret.claude_full.components/StatusLine	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/StatusNotices	components/StatusNotices	1	54	llm_caret.claude_full.components/StatusNotices	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/StructuredDiff	components/StructuredDiff	1	189	llm_caret.claude_full.components/StructuredDiff	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/StructuredDiffList	components/StructuredDiffList	1	29	llm_caret.claude_full.components/StructuredDiffList	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/SubmitQuestionsView	components/SubmitQuestionsView	1	143	llm_caret.claude_full.components/SubmitQuestionsView	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/submitTranscriptShare	components/submitTranscriptShare	1	112	llm_caret.claude_full.components/submitTranscriptShare	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/SystemAPIErrorMessage	components/SystemAPIErrorMessage	1	140	llm_caret.claude_full.components/SystemAPIErrorMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/SystemTextMessage	components/SystemTextMessage	1	826	llm_caret.claude_full.components/SystemTextMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/Tabs	components/Tabs	1	339	llm_caret.claude_full.components/Tabs	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TagTabs	components/TagTabs	1	138	llm_caret.claude_full.components/TagTabs	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TaskAssignmentMessage	components/TaskAssignmentMessage	1	75	llm_caret.claude_full.components/TaskAssignmentMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TaskListV2	components/TaskListV2	1	377	llm_caret.claude_full.components/TaskListV2	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/taskStatusUtils	components/taskStatusUtils	1	106	llm_caret.claude_full.components/taskStatusUtils	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/teammateSelectHint	components/teammateSelectHint	1	1	llm_caret.claude_full.components/teammateSelectHint	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeammateSpinnerLine	components/TeammateSpinnerLine	1	232	llm_caret.claude_full.components/TeammateSpinnerLine	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeammateSpinnerTree	components/TeammateSpinnerTree	1	271	llm_caret.claude_full.components/TeammateSpinnerTree	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeammateViewHeader	components/TeammateViewHeader	1	81	llm_caret.claude_full.components/TeammateViewHeader	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/teamMemCollapsed	components/teamMemCollapsed	1	139	llm_caret.claude_full.components/teamMemCollapsed	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/teamMemSaved	components/teamMemSaved	1	19	llm_caret.claude_full.components/teamMemSaved	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeamsDialog	components/TeamsDialog	1	714	llm_caret.claude_full.components/TeamsDialog	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeamStatus	components/TeamStatus	1	79	llm_caret.claude_full.components/TeamStatus	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeleportError	components/TeleportError	1	188	llm_caret.claude_full.components/TeleportError	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeleportProgress	components/TeleportProgress	1	139	llm_caret.claude_full.components/TeleportProgress	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeleportRepoMismatchDialog	components/TeleportRepoMismatchDialog	1	103	llm_caret.claude_full.components/TeleportRepoMismatchDialog	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeleportResumeWrapper	components/TeleportResumeWrapper	1	166	llm_caret.claude_full.components/TeleportResumeWrapper	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TeleportStash	components/TeleportStash	1	115	llm_caret.claude_full.components/TeleportStash	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TextInput	components/TextInput	1	123	llm_caret.claude_full.components/TextInput	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ThemedBox	components/ThemedBox	1	155	llm_caret.claude_full.components/ThemedBox	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ThemedText	components/ThemedText	1	123	llm_caret.claude_full.components/ThemedText	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ThemePicker	components/ThemePicker	1	332	llm_caret.claude_full.components/ThemePicker	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ThemeProvider	components/ThemeProvider	1	169	llm_caret.claude_full.components/ThemeProvider	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ThinkingToggle	components/ThinkingToggle	1	152	llm_caret.claude_full.components/ThinkingToggle	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TokenWarning	components/TokenWarning	1	178	llm_caret.claude_full.components/TokenWarning	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ToolSelector	components/ToolSelector	1	561	llm_caret.claude_full.components/ToolSelector	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ToolsStep	components/ToolsStep	1	60	llm_caret.claude_full.components/ToolsStep	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ToolUseLoader	components/ToolUseLoader	1	41	llm_caret.claude_full.components/ToolUseLoader	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TranscriptSharePrompt	components/TranscriptSharePrompt	1	87	llm_caret.claude_full.components/TranscriptSharePrompt	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TreeSelect	components/TreeSelect	1	396	llm_caret.claude_full.components/TreeSelect	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TrustDialog	components/TrustDialog	1	289	llm_caret.claude_full.components/TrustDialog	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/types	components/types	1	27	llm_caret.claude_full.components/types	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/TypeStep	components/TypeStep	1	102	llm_caret.claude_full.components/TypeStep	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/Usage	components/Usage	1	376	llm_caret.claude_full.components/Usage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useDebouncedDigitInput	components/useDebouncedDigitInput	1	82	llm_caret.claude_full.components/useDebouncedDigitInput	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useFeedbackSurvey	components/useFeedbackSurvey	1	295	llm_caret.claude_full.components/useFeedbackSurvey	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useFilePermissionDialog	components/useFilePermissionDialog	1	212	llm_caret.claude_full.components/useFilePermissionDialog	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useMaybeTruncateInput	components/useMaybeTruncateInput	1	58	llm_caret.claude_full.components/useMaybeTruncateInput	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useMemorySurvey	components/useMemorySurvey	1	212	llm_caret.claude_full.components/useMemorySurvey	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/use-multiple-choice-state	components/use-multiple-choice-state	1	179	llm_caret.claude_full.components/use-multiple-choice-state	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/use-multi-select-state	components/use-multi-select-state	1	414	llm_caret.claude_full.components/use-multi-select-state	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/usePermissionHandler	components/usePermissionHandler	1	185	llm_caret.claude_full.components/usePermissionHandler	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/usePostCompactSurvey	components/usePostCompactSurvey	1	205	llm_caret.claude_full.components/usePostCompactSurvey	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/usePromptInputPlaceholder	components/usePromptInputPlaceholder	1	76	llm_caret.claude_full.components/usePromptInputPlaceholder	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserAgentNotificationMessage	components/UserAgentNotificationMessage	1	82	llm_caret.claude_full.components/UserAgentNotificationMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserBashInputMessage	components/UserBashInputMessage	1	57	llm_caret.claude_full.components/UserBashInputMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserBashOutputMessage	components/UserBashOutputMessage	1	53	llm_caret.claude_full.components/UserBashOutputMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserChannelMessage	components/UserChannelMessage	1	136	llm_caret.claude_full.components/UserChannelMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserCommandMessage	components/UserCommandMessage	1	107	llm_caret.claude_full.components/UserCommandMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserImageMessage	components/UserImageMessage	1	58	llm_caret.claude_full.components/UserImageMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserLocalCommandOutputMessage	components/UserLocalCommandOutputMessage	1	166	llm_caret.claude_full.components/UserLocalCommandOutputMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserMemoryInputMessage	components/UserMemoryInputMessage	1	74	llm_caret.claude_full.components/UserMemoryInputMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserPlanMessage	components/UserPlanMessage	1	41	llm_caret.claude_full.components/UserPlanMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserPromptMessage	components/UserPromptMessage	1	79	llm_caret.claude_full.components/UserPromptMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserResourceUpdateMessage	components/UserResourceUpdateMessage	1	120	llm_caret.claude_full.components/UserResourceUpdateMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserTeammateMessage	components/UserTeammateMessage	1	205	llm_caret.claude_full.components/UserTeammateMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserTextMessage	components/UserTextMessage	1	274	llm_caret.claude_full.components/UserTextMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserToolCanceledMessage	components/UserToolCanceledMessage	1	15	llm_caret.claude_full.components/UserToolCanceledMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserToolErrorMessage	components/UserToolErrorMessage	1	102	llm_caret.claude_full.components/UserToolErrorMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserToolRejectMessage	components/UserToolRejectMessage	1	94	llm_caret.claude_full.components/UserToolRejectMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserToolResultMessage	components/UserToolResultMessage	1	105	llm_caret.claude_full.components/UserToolResultMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/UserToolSuccessMessage	components/UserToolSuccessMessage	1	103	llm_caret.claude_full.components/UserToolSuccessMessage	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/use-select-input	components/use-select-input	1	287	llm_caret.claude_full.components/use-select-input	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/use-select-navigation	components/use-select-navigation	1	653	llm_caret.claude_full.components/use-select-navigation	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/use-select-state	components/use-select-state	1	157	llm_caret.claude_full.components/use-select-state	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useShellPermissionFeedback	components/useShellPermissionFeedback	1	148	llm_caret.claude_full.components/useShellPermissionFeedback	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useShimmerAnimation	components/useShimmerAnimation	1	31	llm_caret.claude_full.components/useShimmerAnimation	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useShowFastIconHint	components/useShowFastIconHint	1	31	llm_caret.claude_full.components/useShowFastIconHint	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useStalledAnimation	components/useStalledAnimation	1	75	llm_caret.claude_full.components/useStalledAnimation	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useSurveyState	components/useSurveyState	1	99	llm_caret.claude_full.components/useSurveyState	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useSwarmBanner	components/useSwarmBanner	1	155	llm_caret.claude_full.components/useSwarmBanner	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/useWizard	components/useWizard	1	13	llm_caret.claude_full.components/useWizard	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/utils	components/utils	7	619	llm_caret.claude_full.components/utils	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/validateAgent	components/validateAgent	1	109	llm_caret.claude_full.components/validateAgent	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ValidationErrorsList	components/ValidationErrorsList	1	147	llm_caret.claude_full.components/ValidationErrorsList	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/ViewHookMode	components/ViewHookMode	1	198	llm_caret.claude_full.components/ViewHookMode	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/VimTextInput	components/VimTextInput	1	139	llm_caret.claude_full.components/VimTextInput	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/VirtualMessageList	components/VirtualMessageList	1	1081	llm_caret.claude_full.components/VirtualMessageList	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/VoiceIndicator	components/VoiceIndicator	1	136	llm_caret.claude_full.components/VoiceIndicator	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/VoiceModeNotice	components/VoiceModeNotice	1	67	llm_caret.claude_full.components/VoiceModeNotice	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WebFetchPermissionRequest	components/WebFetchPermissionRequest	1	257	llm_caret.claude_full.components/WebFetchPermissionRequest	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WelcomeV2	components/WelcomeV2	1	432	llm_caret.claude_full.components/WelcomeV2	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WizardDialogLayout	components/WizardDialogLayout	1	64	llm_caret.claude_full.components/WizardDialogLayout	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WizardNavigationFooter	components/WizardNavigationFooter	1	23	llm_caret.claude_full.components/WizardNavigationFooter	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WizardProvider	components/WizardProvider	1	212	llm_caret.claude_full.components/WizardProvider	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WorkerBadge	components/WorkerBadge	1	48	llm_caret.claude_full.components/WorkerBadge	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WorkerPendingPermission	components/WorkerPendingPermission	1	104	llm_caret.claude_full.components/WorkerPendingPermission	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WorkflowMultiselectDialog	components/WorkflowMultiselectDialog	1	127	llm_caret.claude_full.components/WorkflowMultiselectDialog	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WorkspaceTab	components/WorkspaceTab	1	149	llm_caret.claude_full.components/WorkspaceTab	P3-terminal-ui	all file and symbol matrix rows implemented/tested
components/WorktreeExitDialog	components/WorktreeExitDialog	1	230	llm_caret.claude_full.components/WorktreeExitDialog	P3-terminal-ui	all file and symbol matrix rows implemented/tested
constants	constants	21	2648	llm_caret.claude_full.constants	P1-core-cli-runtime	all file and symbol matrix rows implemented/tested
context	context	10	1193	llm_caret.claude_full.context	P3-terminal-ui	all file and symbol matrix rows implemented/tested
coordinator	coordinator	1	369	llm_caret.claude_full.coordinator	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
costHook	costHook	1	22	llm_caret.claude_full.costHook	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
cost-tracker	cost-tracker	1	323	llm_caret.claude_full.cost-tracker	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
dialogLaunchers	dialogLaunchers	1	132	llm_caret.claude_full.dialogLaunchers	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
entrypoints	entrypoints	8	4051	llm_caret.claude_full.entrypoints	P1-core-cli-runtime	all file and symbol matrix rows implemented/tested
history	history	1	464	llm_caret.claude_full.history	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
hooks	hooks	104	19204	llm_caret.claude_full.hooks	P3-terminal-ui	all file and symbol matrix rows implemented/tested
ink	ink	97	19927	llm_caret.claude_full.ink	P3-terminal-ui	all file and symbol matrix rows implemented/tested
interactiveHelpers	interactiveHelpers	1	365	llm_caret.claude_full.interactiveHelpers	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
keybindings	keybindings	14	3159	llm_caret.claude_full.keybindings	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
main	main	1	4683	llm_caret.claude_full.main	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
memdir	memdir	8	1736	llm_caret.claude_full.memdir	P5-services-and-extensibility	all file and symbol matrix rows implemented/tested
migrations	migrations	11	603	llm_caret.claude_full.migrations	P5-services-and-extensibility	all file and symbol matrix rows implemented/tested
moreright	moreright	1	25	llm_caret.claude_full.moreright	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
native-ts	native-ts	4	4081	llm_caret.claude_full.native-ts	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
outputStyles	outputStyles	1	98	llm_caret.claude_full.outputStyles	P5-services-and-extensibility	all file and symbol matrix rows implemented/tested
plugins	plugins	2	182	llm_caret.claude_full.plugins	P5-services-and-extensibility	all file and symbol matrix rows implemented/tested
projectOnboardingState	projectOnboardingState	1	83	llm_caret.claude_full.projectOnboardingState	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
QueryEngine	QueryEngine	1	1295	llm_caret.claude_full.QueryEngine	P1-core-cli-runtime	all file and symbol matrix rows implemented/tested
query	query	5	2381	llm_caret.claude_full.query	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
remote	remote	4	1127	llm_caret.claude_full.remote	P4-remote-bridge-and-server	all file and symbol matrix rows implemented/tested
replLauncher	replLauncher	1	22	llm_caret.claude_full.replLauncher	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
schemas	schemas	1	222	llm_caret.claude_full.schemas	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
screens	screens	3	5977	llm_caret.claude_full.screens	P3-terminal-ui	all file and symbol matrix rows implemented/tested
server	server	3	358	llm_caret.claude_full.server	P4-remote-bridge-and-server	all file and symbol matrix rows implemented/tested
services	services	130	53680	llm_caret.claude_full.services	P5-services-and-extensibility	all file and symbol matrix rows implemented/tested
setup	setup	1	477	llm_caret.claude_full.setup	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
skills	skills	20	4066	llm_caret.claude_full.skills	P5-services-and-extensibility	all file and symbol matrix rows implemented/tested
state	state	6	1190	llm_caret.claude_full.state	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
tasks	tasks	13	3325	llm_caret.claude_full.tasks	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
Task	Task	1	125	llm_caret.claude_full.Task	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
tools/AgentTool	tools/AgentTool	20	6782	llm_caret.claude_full.tools/AgentTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/AskUserQuestionTool	tools/AskUserQuestionTool	2	309	llm_caret.claude_full.tools/AskUserQuestionTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/BashTool	tools/BashTool	18	12411	llm_caret.claude_full.tools/BashTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/BriefTool	tools/BriefTool	5	610	llm_caret.claude_full.tools/BriefTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/ConfigTool	tools/ConfigTool	5	809	llm_caret.claude_full.tools/ConfigTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/EnterPlanModeTool	tools/EnterPlanModeTool	4	329	llm_caret.claude_full.tools/EnterPlanModeTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/EnterWorktreeTool	tools/EnterWorktreeTool	4	177	llm_caret.claude_full.tools/EnterWorktreeTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/ExitPlanModeTool	tools/ExitPlanModeTool	4	605	llm_caret.claude_full.tools/ExitPlanModeTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/ExitWorktreeTool	tools/ExitWorktreeTool	4	386	llm_caret.claude_full.tools/ExitWorktreeTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/FileEditTool	tools/FileEditTool	6	1812	llm_caret.claude_full.tools/FileEditTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/FileReadTool	tools/FileReadTool	5	1602	llm_caret.claude_full.tools/FileReadTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/FileWriteTool	tools/FileWriteTool	3	856	llm_caret.claude_full.tools/FileWriteTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/GlobTool	tools/GlobTool	3	267	llm_caret.claude_full.tools/GlobTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/GrepTool	tools/GrepTool	3	795	llm_caret.claude_full.tools/GrepTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/ListMcpResourcesTool	tools/ListMcpResourcesTool	3	171	llm_caret.claude_full.tools/ListMcpResourcesTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/LSPTool	tools/LSPTool	6	2005	llm_caret.claude_full.tools/LSPTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/McpAuthTool	tools/McpAuthTool	1	215	llm_caret.claude_full.tools/McpAuthTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/MCPTool	tools/MCPTool	4	1086	llm_caret.claude_full.tools/MCPTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/NotebookEditTool	tools/NotebookEditTool	4	587	llm_caret.claude_full.tools/NotebookEditTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/PowerShellTool	tools/PowerShellTool	14	8959	llm_caret.claude_full.tools/PowerShellTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/ReadMcpResourceTool	tools/ReadMcpResourceTool	3	210	llm_caret.claude_full.tools/ReadMcpResourceTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/RemoteTriggerTool	tools/RemoteTriggerTool	3	192	llm_caret.claude_full.tools/RemoteTriggerTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/REPLTool	tools/REPLTool	2	85	llm_caret.claude_full.tools/REPLTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/ScheduleCronTool	tools/ScheduleCronTool	5	543	llm_caret.claude_full.tools/ScheduleCronTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/SendMessageTool	tools/SendMessageTool	4	997	llm_caret.claude_full.tools/SendMessageTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/shared	tools/shared	2	1370	llm_caret.claude_full.tools/shared	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/SkillTool	tools/SkillTool	4	1477	llm_caret.claude_full.tools/SkillTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/SleepTool	tools/SleepTool	1	17	llm_caret.claude_full.tools/SleepTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/SyntheticOutputTool	tools/SyntheticOutputTool	1	163	llm_caret.claude_full.tools/SyntheticOutputTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TaskCreateTool	tools/TaskCreateTool	3	195	llm_caret.claude_full.tools/TaskCreateTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TaskGetTool	tools/TaskGetTool	3	153	llm_caret.claude_full.tools/TaskGetTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TaskListTool	tools/TaskListTool	3	166	llm_caret.claude_full.tools/TaskListTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TaskOutputTool	tools/TaskOutputTool	2	584	llm_caret.claude_full.tools/TaskOutputTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TaskStopTool	tools/TaskStopTool	3	179	llm_caret.claude_full.tools/TaskStopTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TaskUpdateTool	tools/TaskUpdateTool	3	484	llm_caret.claude_full.tools/TaskUpdateTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TeamCreateTool	tools/TeamCreateTool	4	359	llm_caret.claude_full.tools/TeamCreateTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TeamDeleteTool	tools/TeamDeleteTool	4	175	llm_caret.claude_full.tools/TeamDeleteTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/testing	tools/testing	1	73	llm_caret.claude_full.tools/testing	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/TodoWriteTool	tools/TodoWriteTool	3	300	llm_caret.claude_full.tools/TodoWriteTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools	tools	1	389	llm_caret.claude_full.tools	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/ToolSearchTool	tools/ToolSearchTool	3	593	llm_caret.claude_full.tools/ToolSearchTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/utils	tools/utils	1	40	llm_caret.claude_full.tools/utils	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
tools/WebFetchTool	tools/WebFetchTool	5	1131	llm_caret.claude_full.tools/WebFetchTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
